ServiceApprovalNumber,ServiceName,ProviderApprovalNumber,ServiceType,ServiceAddress,Suburb,Postcode,Phone,Fax,Email Address,NumberOfApprovedPlaces,OverallRating,lat,lng,ProviderLegalName,state,country
SE-40000223,In Loving Hands Family Day Care,PR-00006804,Family,185 High Street,THOMASTOWN,3074,0390414459,,inlovinghandsfdc@hotmail.com,,Not,-37.6809982,145.0137048,In Loving Hands Family Day Care Service Pty Ltd,Vic,Australia
SE-40000606,Prime Family Day Care and Consulting Services,PR-40000564,Family,"Level 1, Building 3, 69 Dalton Road",THOMASTOWN,3074,0405111048,,primefdc@gmail.com,,Meeting,-37.6858645,145.0273126,Mrs Ola Ouda,Vic,Australia
SE-40010047,Amiga Montessori Thomastown,PR-40011953,Centre,251 Settlement Rd,THOMASTOWN,3074,0370011468,,thomastown@amiga-montessori.com.au,115.0,NA,-37.69286,145.029242,Amiga Montessori Thomastown PTY LTD,Vic,Australia
SE-00003909,Mill Park Preschool,PR-00001879,Centre,Rear 7A Mill Park Drive,MILL PARK,3082,0394042623,0394043378,millpark@try.org.au,30.0,Exceeding,-37.6743142,145.0670123,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003912,Roycroft Kindergarten,PR-00001879,Centre,114 Roycroft Avenue,MILL PARK,3082,0394044369,0394042640,roycroft@try.org.au,30.0,Not,-37.6675019,145.0478962,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003914,TRY Blossom Park Kindergarten,PR-00001879,Centre,59 Azalea Avenue,MILL PARK,3082,0394044787,,blossompark@try.org.au,63.0,Not,-37.6708186,145.076411,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003911,The Stables Kindergarten,PR-00001829,Centre,284 Childs Road,MILL PARK,3082,03 9404 1419,03 9404 5375,the.stables.kin@kindergarten.vic.gov.au,30.0,Exceeding,-37.6644698,145.0579732,Stables Kindergarten Inc,Vic,Australia
SE-00003922,Centenary Drive Kindergarten,PR-00001416,Centre,68 Centenary Drive,MILL PARK,3082,0394367671,0394041940,centenary.drive.kin@kindergarten.vic.gov.au,30.0,Meeting,-37.6584945,145.0676427,Centenary Drive Kindergarten Inc,Vic,Australia
SE-00003925,Mill Park Heights Child Care Centre,PR-00002331,Centre,31 Morang Drive,MILL PARK,3082,03 9436 7063,03 9436 7158,geny.davis@ymca.org.au,66.0,Meeting,-37.6564857,145.054078,Young Mens Christian Association Whittlesea Inc,Vic,Australia
SE-00014202,Whittlesea YMCA Vacation Care Mill Park Leisure Centre,PR-00002331,Centre,31 Morang Drive,MILL PARK,3082,03 9436 7063,03 9436 8517,geny.davis@ymca.org.au,100.0,Meeting,-37.6564857,145.054078,Young Mens Christian Association Whittlesea Inc,Vic,Australia
SE-00003926,The Heights Kindergarten,PR-00001863,Centre,31 Morang Drive,MILL PARK,3082,03 9436 7744,03 9436 7744,the.heights.kin@kindergarten.vic.gov.au,58.0,Meeting,-37.6564857,145.054078,The Heights Kindergarten Inc,Vic,Australia
SE-00003929,Happy Faces Child Care Centre,PR-00001761,Centre,136-140 Centenary Drive,MILL PARK,3082,03 9436 8908,03 9436 8908,naumsukovski1@hotmail.com,79.0,Meeting,-37.656979,145.074831,L & E Sukovski Pty Ltd,Vic,Australia
SE-00004891,Camp Australia - Mill Park Heights Primary School OSHC,PR-00002539,Centre,Pindari Avenue,MILL PARK,3082,1300105343,,oshc@campaustralia.com.au,90.0,Meeting,-37.6541769,145.0513068,Camp Australia Pty Limited,Vic,Australia
SE-00005510,Camp Australia - Mill Park Primary School OSHC,PR-00002539,Centre,Blamey Avenue,MILL PARK,3082,1300105343,,oshc@campaustralia.com.au,81.0,Meeting,-37.675786,145.0642616,Camp Australia Pty Limited,Vic,Australia
SE-00005537,Camp Australia - Findon Primary School OSHC,PR-00002539,Centre,Cuthbert Drive,MILL PARK,3082,1300105343,,opsadmin@campaustralia.com.au,45.0,Not,-37.6649018,145.0531305,Camp Australia Pty Limited,Vic,Australia
SE-00005538,Camp Australia - Plenty Parklands Primary School OSHC,PR-00002539,Centre,48 Blossom Park Drive,MILL PARK,3082,1300105343,,opsadmin@campaustralia.com.au,70.0,Not,-37.6696895,145.0769476,Camp Australia Pty Limited,Vic,Australia
SE-00004722,Goodstart Early Learning Mill Park - Centenary Drive,PR-00001129,Centre,156-160 Centenary Drive,MILL PARK,3082,03 9436 9499,03 9436 9477,kcr@goodstart.org.au,90.0,Meeting,-37.657233,145.076717,Goodstart Early Learning Ltd,Vic,Australia
SE-00004723,Goodstart Early Learning Mill Park - University Drive,PR-00001129,Centre,3 University Drive,MILL PARK,3082,03 9437 7778,03 9437 7779,kcv@goodstart.org.au,120.0,Meeting,-37.6592347,145.0776369,Goodstart Early Learning Ltd,Vic,Australia
SE-00004954,Whittlesea Family Day Care,PR-00002464,Family,"415 McDonalds Rd, Shop MM9, 1st Floor, Westfield Plenty Valley",MILL PARK,3082,0394048861,03 9409 9869,familydaycare@whittlesea.vic.gov.au,,Exceeding,-37.651122,145.069151,City of Whittlesea,Vic,Australia
SE-00006024,St Francis of Assisi Out of School Care Program,PR-00003042,Centre,312 Childs Road,MILL PARK,3082,394073170,,ansicari@sfmillpark.catholic.edu.au,148.0,Exceeding,-37.6653567,145.059533,St Francis of Assisi Out of School Care Program,Vic,Australia
SE-40005264,Kool Kidz Mill Park,PR-40005137,Centre,49 Oleander Drive,MILL PARK,3082,84180703,,nicolel@koolkidzchildcare.com.au,130.0,Not,-37.6539396,145.0785416,LLEWIE PTY. LTD.,Vic,Australia
SE-00003927,TRY Whittlesea Childrens Centre,PR-00001879,Centre,57-61 Laurel Street,WHITTLESEA,3757,0397162153,0397163028,whittlesea@try.org.au,111.0,Meeting,-37.515221,145.12264,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003904,Whittlesea Preschool,PR-00001917,Centre,92 Church Street,WHITTLESEA,3757,03 9716 2405,03 9716 2420,whittlesea.kin@kindergarten.vic.gov.au,30.0,Meeting,-37.508324,145.118934,Whittlesea Preschool Inc,Vic,Australia
SE-00004321,Bright Stars Early Learning Centre,PR-40002209,Centre,2 Egret Place,WHITTLESEA,3757,03 9716 2800,0397162899,admin@brightstarselc.net.au,70.0,Exceeding,-37.5180783,145.1132966,NICWHITE P/L AS TRUSTEE FOR WHITE FAMILY TRUST,Vic,Australia
SE-00005891,St Marys OSHClub Whittlesea,PR-40004402,Centre,Fir Street,WHITTLESEA,3757,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,45.0,Exceeding,-37.5096111,145.1170892,OSHCLUB PTY LTD,Vic,Australia
SE-00005996,Big Childcare - Whittlesea PS OSHC,PR-40004334,Centre,2435 Plenty Road,WHITTLESEA,3757,0386829400,,whittlesea@bigchildcare.com,75.0,Exceeding,-37.5148832,145.1144289,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-00004471,Showgrounds Childrens Centre,PR-00001879,Centre,320 Epsom Road,FLEMINGTON,3031,0393767486,,showgroundscc@try.org.au,163.0,Meeting,-37.7819231,144.9154739,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003389,St Brendans Kindergarten,PR-00002186,Centre,25 Bryant Street,FLEMINGTON,3031,03 9376 6305,03 9376 6305,flemington.st.brendans.kin@kindergarten.vic.gov.au,29.0,Meeting,-37.7839747,144.9332079,Brimbank Preschool Association Inc,Vic,Australia
SE-00003099,Hopetoun Early Years Centre,PR-00001683,Centre,220 Racecourse Road,FLEMINGTON,3031,03 9243 1680,0393765270,heyc@mvcc.vic.gov.au,138.0,Exceeding,-37.7880961,144.9336639,Moonee Valley City Council,Vic,Australia
SE-00004080,Flemington Street Childrens Centre,PR-00001683,Centre,80 Flemington Street,FLEMINGTON,3031,0392431320,0393726841,Fscc@mvcc.vic.gov.au,55.0,Exceeding,-37.781457,144.9340976,Moonee Valley City Council,Vic,Australia
SE-00003398,Flemington Child Care Co-operative,PR-00001521,Centre,53 Wellington Street,FLEMINGTON,3031,03 9376 6348,03 9376 8751,info@flemingtonchildcare.org,37.0,Not,-37.7863146,144.9314825,Flemington Child Care Co-operative Ltd,Vic,Australia
SE-00005621,Camp Australia - Flemington Primary School OSHC,PR-00002539,Centre,167 Mt Alexander Road,FLEMINGTON,3031,1300105343,,oshc@campaustralia.com.au,105.0,Not,-37.78269,144.93386,Camp Australia Pty Limited,Vic,Australia
SE-00004702,Goodstart Early Learning Flemington,PR-00001129,Centre,442 Racecourse Road,FLEMINGTON,3031,03 9376 5500,03 9376 1566,fle@goodstart.org.au,180.0,Meeting,-37.7875843,144.9258271,Goodstart Early Learning Ltd,Vic,Australia
SE-00005059,Youth Leadership Victoria - St Brendans Primary School OSHC,PR-00002783,Centre,103 Wellington Street,FLEMINGTON,3031,0400796518,03 9848 8156,rita@ylv.com.au,24.0,Meeting,-37.7846947,144.9318373,Youth Leadership Victoria Inc,Vic,Australia
SE-00011295,Kids Learning Family Day Care,PR-00006531,Family,62/12 Holland Court,FLEMINGTON,3031,(03) 9376 8194,,kidlearn.famdayc@hotmail.com,,Meeting,-37.7881759,144.9347135,Kid's Learning Family Day Care,Vic,Australia
SE-00014074,Kutub Family Day Care Pty Ltd,PR-40000070,Family,U21 126 Racecourse Road,FLEMINGTON,3031,,,kutub2009@hotmail.com,,Not,-37.7869162,144.9371913,KUTUB FAMILY DAY CARE PTY LTD,Vic,Australia
SE-40000562,Excel Family Day Care,PR-40000530,Family,U 147  12 Holland Ct,FLEMINGTON,3031,0385280963,,aminaism@hotmail.com,,Not,-37.7881759,144.9347135,EXCEL FAMILY DAY CARE PTY LTD,Vic,Australia
SE-40000892,Kids Stars Family Day Care,PR-40000725,Family,U 131  120 Racecourse Rd,FLEMINGTON,3031,0393181322,,infokidsstars@gmail.com,,NA,-37.7884053,144.936947,Kids Stars Family Day Care Pty Ltd,Vic,Australia
SE-00004524,Crib Point Preschool,PR-00001879,Centre,7 Cayley Avenue,HMAS CERBERUS,3920,0359839348,,cribpoint@try.org.au,30.0,Meeting,-38.3694985,145.2075255,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00004559,Mernda Villages Kindergarten,PR-00001879,Centre,70 Mernda Village Drive,MERNDA,3754,0397176066,,merndavillages@try.org.au,124.0,Exceeding,-37.5937438,145.0909914,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-40006115,Gilson College - Mernda OSHC,PR-00002302,Centre,370 Bridge Inn Rd,MERNDA,3754,0397177300,,oshc.m@gilson.vic.edu.au,45.0,Not,-37.5984497,145.0746681,Seventh Day Adventist Schools (Victoria) Limited,Vic,Australia
SE-40000571,Kiddy Palace Learning Centre,PR-00002506,Centre,2 Schotters Rd,MERNDA,3754,97179966,,diana@kiddypalace.com.au,38.0,Not,-37.601086,145.102053,Kiddy Palace Learning Centre Pty Ltd,Vic,Australia
SE-40007390,"Mernda Central YMCA Before and After School Program, Mernda Central YMCA Holiday Program",PR-00001946,Centre,70 Breadalbane Avenue,MERNDA,3754,0383710589,,Childrensservices.vic@ymca.org.au,120.0,NA,-37.6047267,145.088228,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-40007397,"Mernda YMCA Early Learning Centre, Mernda Park YMCA Before and After School Program, Mernda YMCA Holiday Program",PR-00001946,Centre,40 Riverdale Boulevard,MERNDA,3754,0393710570,,Erika.Patterson@ymca.org.au,290.0,NA,-37.6143935,145.096584,Victorian YMCA Community Programming Pty Ltd,Vic,Australia
SE-00005669,Camp Australia - St Josephs Primary School - Mernda OSHC,PR-00002539,Centre,44 Mernda Village Drive,MERNDA,3754,1300105343,,opsadmin@campaustralia.com.au,45.0,Exceeding,-37.595206,145.09061,Camp Australia Pty Limited,Vic,Australia
SE-00006131,Camp Australia - Ivanhoe Grammar Plenty Valley Campus OSHC,PR-00002539,Centre,Bridge Inn Road,MERNDA,3754,1300105343,,opsadmin@campaustralia.com.au,20.0,Meeting,-37.6003757,145.0935205,Camp Australia Pty Limited,Vic,Australia
SE-40003149,Jindi Kindergarten and Extended Care,PR-00001129,Centre,48w Breadalbane Ave,MERNDA,3754,9717 0414,,gsn@goodstart.org.au,99.0,Exceeding,-37.6069829,145.0883938,Goodstart Early Learning Ltd,Vic,Australia
SE-40007725,Big Childcare - Mernda Primary School OSHC,PR-40004334,Centre,25 Everton Dr,MERNDA,3754,0386829400,,mernda@bigchildcare.com,105.0,NA,-37.594416,145.0923131,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Vic,Australia
SE-40000795,Early Learning Centre Mernda,PR-40000701,Centre,5 Bent Street,MERNDA,3754,0397152199,,director@elcmernda.com.au,120.0,Meeting,-37.5946146,145.0912515,Stoneview Investments Pty Ltd,Vic,Australia
SE-40004566,Laugh & Learn Family Day Care Education & Training,PR-40003079,Family,14 Gallagher Way,MERNDA,3754,,,laughlearnfamilydaycare@gmail.com,,Not,-37.5978862,145.0829806,,Vic,Australia
SE-00011315,TRY Timboon Childrens Centre,PR-00001879,Centre,11 Hamilton Street,TIMBOON,3268,03 5598 3020,,timboon@try.org.au,33.0,Meeting,-38.484687,142.972462,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00003224,Timboon & District Kindergarten,PR-00001442,Centre,1 Wark Street,TIMBOON,3268,0355983248,0355983248,timboon.kin@kindergarten.vic.gov.au,60.0,Meeting,-38.4859606,142.9780931,Corangamite Shire Council,Vic,Australia
SE-40005998,TRY Burnside Kindergarten,PR-00001879,Centre,23 Lexington Drive,BURNSIDE,3023,0393630844,,burnside@try.org.au,99.0,Meeting,-37.744885,144.7524068,TRY AUSTRALIA CHILDREN'S SERVICES,Vic,Australia
SE-00004598,Tiny Treasures Early Learning Centre,PR-00002409,Centre,66 - 68 Katrina Drive,BURNSIDE,3023,0393078222,0393078777,admin@tinytreasureschildcare.com.au,105.0,Meeting,-37.7264847,144.7575453,Grace Children Services Pty Ltd,Vic,Australia
SE-00004644,Goodstart Early Learning Burnside,PR-00001129,Centre,277 - 281 Westwood Drive,BURNSIDE,3023,03 8361 7767,03 8361 9208,wro@goodstart.org.au,90.0,Meeting,-37.747364,144.7482632,Goodstart Early Learning Ltd,Vic,Australia
SE-40000284,Kids Future Family Day Care,PR-00007137,Family,7 Landy Ct,BURNSIDE,3023,0383905904,,ayor@kidsfuturefdc.com.au,,Not,-37.759345,144.756885,,Vic,Australia
SE-40004781,MILLENNIUM KIDS FAMILY DAY CARE PTY LTD,PR-40001772,Family,4 Pinnaroo Cres,BURNSIDE,3023,,,magerwilliam@hotmail.com,,NA,-37.749098,144.750439,Millennium Kids Family Day Care Pty Ltd,Vic,Australia
SE-00003008,Yarrambat / Plenty Preschool,PR-00001939,Centre,450 Ironbark Road,YARRAMBAT,3091,03 9436 1182,03 9436 1670,yarrambat.plenty.kin@kindergarten.vic.gov.au,60.0,Meeting,-37.6397418,145.1364365,Yarrambat Preschool Inc,Vic,Australia
SE-00004482,Smiling Children Early Learning Centre,PR-00002473,Centre,553 Yan Yean Road,YARRAMBAT,3091,0394361211,0394361311,yarrambat@smilingchildren.com.au,120.0,Meeting,-37.640839,145.131649,Smiling Children Pty Ltd ATF Smiling Children Unit Trust,Vic,Australia
SE-00005690,Yarrambat Primary Out of School Hours Care,PR-00002886,Centre,540 Yan Yean Road,YARRAMBAT,3091,03 9436 1781,03 9436 1422,oshc.yarrambat.ps@edumail.vic.gov.au,75.0,Not,-37.64182,145.131935,Yarrambat Primary School,Vic,Australia
SE-00003013,Plenty Valley International Montessori School,PR-00001747,Centre,315 Aqueduct Road,ST HELENA,3088,03 9438 3202,03 9438 3301,bus_mgr@pvims.vic.edu.au,133.0,Exceeding,-37.6840703,145.1370905,Plenty Valley Montessori School Association,Vic,Australia
SE-00003218,St Hellier Street Child Day Care,PR-00001342,Centre,95 St Hellier Street,HEIDELBERG HEIGHTS,3081,0394595227,0394553564,renee.willis@banyule.vic.gov.au,41.0,Exceeding,-37.7495373,145.051534,Banyule City Council,Vic,Australia
SE-00003217,Cheeriokids Heidelberg,PR-00002367,Centre,8 Sackville Street,HEIDELBERG HEIGHTS,3081,03 9457 4237,03 9457 4237,admin@cheeriokids.com.au,40.0,Not,-37.7467469,145.0482912,Cheeriokids Pty. Ltd. as Trustee of the Turen Family Trust,Vic,Australia
SE-00003028,Donvale Preschool,PR-00001479,Centre,7 Florence Avenue,DONVALE,3111,03 9874 6848,03 9874 1431,donvale.kin@kindergarten.vic.gov.au,28.0,Meeting,-37.800231,145.18115,Donvale Preschool Assoc Inc,Vic,Australia
SE-00003050,Carey Early Learning Centre Donvale,PR-00001409,Centre,9 Era Court,DONVALE,3111,03 9842 2166,03 9841 8140,steve.wilson@carey.com.au,32.0,Exceeding,-37.7723724,145.1856546,Carey Baptist Grammar School Ltd,Vic,Australia
SE-00003051,Montessori Early Education Centre,PR-40000891,Centre,36A Mitcham Road,DONVALE,3111,0398410800,0398410385,principal@donvalemeec.org,95.0,Exceeding,-37.7957451,145.177907,MONTESSORI EARLY EDUCATION CENTRE INC,Vic,Australia
SE-40010183,Nido Early School Donvale,PR-40000153,Centre,318-320 Springvale Rd,DONVALE,3111,0385939434,,director@newchildcare.com.au,150.0,NA,-37.793969,145.179464,Think Childcare Services Pty Ltd,Vic,Australia
SE-00005131,Camp Australia - Our Lady of the Pines School OSHC,PR-00002539,Centre,77 Carbine Street,DONVALE,3111,1300105343,,opsadmin@campaustralia.com.au,30.0,Meeting,-37.7747758,145.1780314,Camp Australia Pty Limited,Vic,Australia
SE-00004691,Donvale Early Learning Centre,PR-00002747,Centre,11 Mitcham Road,DONVALE,3111,0398417066,,admin@donvaleelc.com.au,103.0,Meeting,-37.791354,145.174969,T & L Childcare Pty Ltd,Vic,Australia
SE-00005140,Donvale Primary OSHClub,PR-40004402,Centre,4 Elata Street,DONVALE,3111,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,45.0,Meeting,-37.8005754,145.1735793,OSHCLUB PTY LTD,Vic,Australia
SE-00005219,Carey Donvale OSHClub,PR-40004402,Centre,9 Era Court,DONVALE,3111,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,30.0,Meeting,-37.7723724,145.1856546,OSHCLUB PTY LTD,Vic,Australia
SE-00006036,Donvale Christian College OSHClub,PR-40004402,Centre,155 Tindals Road,DONVALE,3111,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,64.0,Exceeding,-37.773895,145.1935555,OSHCLUB PTY LTD,Vic,Australia
SE-00003036,Warrandyte Kindergarten,PR-00001897,Centre,2 Taroona Avenue,WARRANDYTE,3113,03 9844 3363,03 9844 3363,warrandyte.kin@kindergarten.vic.gov.au,29.0,Exceeding,-37.7452701,145.2072389,Warrandyte & District Preschool Assoc Inc,Vic,Australia
SE-00003046,Warrandyte Child Care & Preschool Centre Co-op Ltd,PR-00001898,Centre,2 Masonic Avenue,WARRANDYTE,3113,0398441205,,warrandyte.cc@kindergarten.vic.gov.au,38.0,Not,-37.7423652,145.2301019,Warrandyte Child Care & Preschool Centre Co-op Ltd,Vic,Australia
SE-40010158,Team Holiday - Warrandyte,PR-40002234,Centre,36-42 Drysdale Road,WARRANDYTE,3113,0395320366,,info@teamholiday.com.au,80.0,NA,-37.7481016,145.2078575,Team Holiday Pty Ltd ATF Team Holiday Trust,Vic,Australia
SE-00005343,Warrandyte Primary School Out of School Hours Care,PR-00002744,Centre,Forbes Street,WARRANDYTE,3113,0398443537,0398441616,day.tara.m@edumail.vic.gov.au,30.0,Exceeding,-37.7424054,145.2135363,Warrandyte Primary School,Vic,Australia
SE-00005681,Andersons Creek Primary School,PR-00002879,Centre,Drysdale Road,WARRANDYTE,3113,0398442757,0398444028,andersons.creek.ps@edumail.vic.gov.au,55.0,Meeting,-37.7487656,145.2048526,Anderson's Creek Primary School Council,Vic,Australia
SE-00003535,Little Raskals Kindergarten & Child Care Centre,PR-00001661,Centre,94 Springvale Road,NUNAWADING,3131,03 9878 3200,03 9878 3093,childcare@martinoventerprises.com.au,40.0,Meeting,-37.814036,145.17637,Martinov Enterprises Pty Ltd,Vic,Australia
SE-00006011,NCCP - Early Learning Centre,PR-00002302,Centre,Laughlin Avenue,NUNAWADING,3131,0398773555,0398943458,elc@ncc2.vic.edu.au,130.0,Meeting,-37.8213596,145.1732953,Seventh Day Adventist Schools (Victoria) Limited,Vic,Australia
SE-00004367,Childrens Corner Learning Centre,PR-40002526,Centre,2 Hedge End Road,NUNAWADING,3131,9872 3799,,childrenscornervic@gmail.com,38.0,Meeting,-37.802896,145.186668,READY EDUCATION PTY LTD,Vic,Australia
SE-40008404,Mount Pleasant Road OSHClub,PR-40004402,Centre,"Mount Pleasant Rd Primary Sch, 105-107 Mount Pleasant Rd",NUNAWADING,3131,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,75.0,NA,-37.8289756,145.1808657,OSHCLUB PTY LTD,Vic,Australia
SE-00005859,Our Kids,PR-40008133,Centre,203 Springvale Road,NUNAWADING,3131,03 9894 4123,03 9894 4123,ourkids@live.com.au,45.0,Meeting,-37.822323,145.175564,MYK PTY LTD ATF The MYK Family Trust,Vic,Australia
SE-00005870,Mt Pleasant Kindergarten,PR-00002253,Centre,Mount Pleasant Road,NUNAWADING,3131,03 9878 1730,03 9877 5893,mt.pleasant.road.ps@edumail.vic.gov.au,44.0,Meeting,-37.8278118,145.1799412,Mount Pleasant Road Nunawading Primary School Council,Vic,Australia
SE-40001795,STARFISH EARLY LEARNING CENTRE (NUNAWADING),PR-40001560,Centre,28 Mountain View Rd,NUNAWADING,3131,9894 1688,,nunawading@starfishelc.com.au,120.0,Exceeding,-37.812225,145.170979,STARFISH CHILDCARE NUNAWADING PTY LTD ATF STARFISH NUNAWADING TRUST,Vic,Australia
SE-00003054,Minyip Kindergarten,PR-00001940,Centre,29 Main Street,MINYIP,3392,03 5385 7296,,minyip.kin@kindergarten.vic.gov.au,23.0,Not,-36.4615064,142.5847915,Yarriambiack Shire Council,Vic,Australia
SE-00003055,Murtoa Kindergarten,PR-00001940,Centre,38-40 Marma St,MURTOA,3390,03 5385 2523,,murtoa.kin@kindergarten.vic.gov.au,23.0,Exceeding,-36.6200152,142.469741,Yarriambiack Shire Council,Vic,Australia
SE-00003056,Rupanyup Kindergarten,PR-00001940,Centre,55 Cromie Street,RUPANYUP,3388,03 5385 5224,,rupanyup.kin@kindergarten.vic.gov.au,28.0,Meeting,-36.6324159,142.6315489,Yarriambiack Shire Council,Vic,Australia
SE-00003234,Hopetoun Preschool,PR-00001940,Centre,87 Mandeville Street,HOPETOUN,3396,0350833483,,hopetoun.kin@kindergarten.vic.gov.au,27.0,Exceeding,-35.7301031,142.3630951,Yarriambiack Shire Council,Vic,Australia
SE-00003236,Beulah Outreach Preschool,PR-00001940,Centre,Henty Highway,BEULAH,3395,03 5390 2332,03 5083 3588,hopetoun.kin@kindergarten.vic.gov.au,20.0,Exceeding,-35.9147165,142.422402,Yarriambiack Shire Council,Vic,Australia
SE-00003065,Panorama Heights Preschool,PR-00001730,Centre,3 Mitchell Avenue,MONTMORENCY SOUTH,3094,03 9439 7014,03 9431 3050,panorama.heights.kin@kindergarten.vic.gov.au,48.0,Meeting,-37.7246734,145.1301565,Panorama Heights Preschool Inc,Vic,Australia
SE-00003067,Research Preschool,PR-00001769,Centre,1555 Main Rd,RESEARCH,3095,03 9437 1834,03 9437 1834,research.kin@kindergarten.vic.gov.au,29.0,Exceeding,-37.703173,145.1819358,Research Preschool Inc,Vic,Australia
SE-00003068,Eltham College Early Learning Centre,PR-00001502,Centre,1660 Main Road,RESEARCH,3095,0394371421,0394370038,kbarclay@elthamcollege.vic.edu.au,91.0,Exceeding,-37.7000462,145.1908986,Eltham College,Vic,Australia
SE-00005368,Eltham College OSHC,PR-00001502,Centre,1660 Main Road,RESEARCH,3095,03 9437 1421,03 9437 1003,oshc@elthamcollege.vic.edu.au,60.0,Not,-37.7000462,145.1908986,Eltham College,Vic,Australia
SE-00004277,Little Scooters,PR-00002500,Centre,1560 Main Road,RESEARCH,3095,03 9437 1344,03 9437 1355,sarah@littlescooters.com.au,108.0,Exceeding,-37.703585,145.182364,Little Scooters Pty Ltd,Vic,Australia
SE-00005626,Research Primary OSHClub,PR-40004402,Centre,1570 Main Road,RESEARCH,3095,0385649000,0386779184,jagvicsa@junioradventuresgroup.com.au,35.0,Meeting,-37.703207,145.1838883,OSHCLUB PTY LTD,Vic,Australia
SE-00003189,Cerberus Child Care Centre,PR-00004831,Centre,12/14 Cook Road,CRIB POINT,3919,0359838855,0359506223,els_cerberus@missionaustralia.com.au,56.0,Meeting,-38.3693357,145.2074462,Mission Australia Early Learning,Vic,Australia
SE-00006044,Camp Australia - Crib Point Primary School OSHC,PR-00002539,Centre,70 Milne St,CRIB POINT,3919,1300105343,,opsadmin@campaustralia.com.au,50.0,Meeting,-38.360413,145.20021,Camp Australia Pty Limited,Vic,Australia
SE-00003894,Williams Child Care Centre,PR-00004831,Centre,"Tangmere rd, RAAF Williams Laverton",LAVERTON,3028,03 9369 7464,03 9369 7708,ELS_Williams@missionaustralia.com.au,67.0,Meeting,-37.8654743,144.7606233,Mission Australia Early Learning,Vic,Australia
SE-00003875,Cooraminta North Kindergarten,PR-00001441,Centre,25 Whittaker Avenue,LAVERTON,3028,03 9369 2815,03 9369 2815,cooraminta.north.kin@kindergarten.vic.gov.au,35.0,Meeting,-37.8510477,144.7734432,Cooraminta Children's Centre Inc,Vic,Australia
SE-00004999,Quantin Binnah / St Martin de Porres,PR-00001762,Centre,13 - 25 Bellin Street,LAVERTON,3028,03 9742 5040,03 9731 2699,qb@qbcc.org.au,60.0,Not,-37.853389,144.777323,Quantin Binnah Community Centre Inc,Vic,Australia
SE-00004181,Laverton Community Childrens Centre,PR-00007901,Centre,15 Crown Street,LAVERTON,3028,03 9360 0964,03 8360 9957,kirnerk@lcis.org.au,116.0,Exceeding,-37.8666044,144.7682453,Laverton Community Integrated Services Inc,Vic,Australia
SE-40009217,Amiga Montessori Laverton,PR-40000281,Centre,1-19 Thomas St,LAVERTON,3028,0390886228,,laverton@amiga-montessori.com.au,137.0,NA,-37.8604525,144.7719112,Barrow Street Montessori Centre Pty Ltd ATF Barrow Street Montessori Centre Trust,Vic,Australia
SE-00004179,Puckapunyal Child Care Centre,PR-00004831,Centre,Lone Pine Crescent,PUCKAPUNYAL,3662,03 5735 7589,,els_puckapunyal@missionaustralia.com.au,86.0,Meeting,-37.0012407,145.0332318,Mission Australia Early Learning,Vic,Australia
SE-00004198,Puckapunyal Kindergarten,PR-00001753,Centre,Lone Pine Crescent,PUCKAPUNYAL,3662,0357357699,0357931188,puckapunyal.kin@kindergarten.vic.gov.au,45.0,Meeting,-37.0012407,145.0332318,Puckapunyal Kindergarten Association Inc,Vic,Australia
SE-00004446,Mission Australia Early Learning Eumemmerring,PR-00004831,Centre,52 - 54 Princes Highway,EUMEMMERRING,3177,0397936090,0397936080,els_eumemmerring@missionaustralia.com.au,90.0,Exceeding,-38.0026849,145.2469751,Mission Australia Early Learning,Vic,Australia
SE-40004585,Happy Feet Family Day Care Agency,PR-40004154,Family,12 Llewellyn Place,EUMEMMERRING,3177,,,kejief@yahoo.com,,NA,-38.000805,145.245494,ESTHER KEJI,Vic,Australia
SE-00003080,St Andrews Kindergarten,PR-00002186,Centre,29 St Kinnord Street,ABERFELDIE,3040,0393374050,0393374050,st.andrews.aberfeldie.kin@kindergarten.vic.gov.au,33.0,Exceeding,-37.7584924,144.9027782,Brimbank Preschool Association Inc,Vic,Australia
